179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148
148,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,148
148,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,137,137,137,137,-1,-1,-1,137,-1,-1,-1,137,137,137,137,137,137,137,137,137,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,137,137,137,137,137,137,137,-1,137,-1,-1,137,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,137,137,137,137,137,137,137,137,137,137,148
148,137,-1,-1,-1,-1,-1,-1,137,137,137,-1,-1,137,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,137,137,137,137,137,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,137,137,137,137,137,137,137,137,137,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,-1,-1,-1,137,-1,-1,137,137,137,137,137,-1,-1,-1,-1,-1,-1,137,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,137,-1,137,137,137,137,137,137,137,137,137,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,137,137,137,137,137,148
148,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,137,137,137,137,-1,137,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,137,137,137,137,137,137,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,137,137,137,137,137,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,-1,-1,-1,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,137,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,137,137,137,137,137,148
148,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,137,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,137,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,137,137,137,137,137,137,137,-1,-1,-1,-1,137,-1,-1,137,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,137,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,-1,137,148
148,137,-1,-1,137,-1,-1,-1,137,137,-1,-1,-1,137,137,137,137,-1,-1,137,137,137,137,137,137,137,137,137,137,137,-1,-1,-1,137,137,137,137,137,137,-1,137,137,137,137,137,137,137,137,137,148
148,137,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,137,148
148,137,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,137,148
148,137,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,137,148
148,137,-1,-1,137,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,137,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,137,148
148,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,148
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148
